Rk,Name,Team,Age,Pos,GP,G,A,P,PIM,+/-,TOI,ES,PP,SH,ESG,PPG,SHG,GWG,OTG,ESA,PPA,SHA,GWA,OTA,ESP,PPP,SHP,GWP,OTP,PPP%,G/60,A/60,P/60,ESG/60,ESA/60,ESP/60,PPG/60,PPA/60,PPP/60,G/GP,A/GP,P/GP,SHOTS,SH%,HITS,BS,FOW,FOL,FO%
92,Matthew Beniers,SEA,20,F,62,19,28,47,2,9,16:57,14:17,2:22,0:17,15,4,0,3,1,23,5,0,8,1,38,9,0,11,2,19.1%,1.084,1.598,2.682,1.016,1.558,2.574,1.626,2.032,3.658,0.306,0.452,0.758,115,16.5%,69,41,319,427,42.76%
93,Artemi Panarin,NYR,31,F,63,19,50,69,26,-3,20:02,16:13,3:48,0:00,17,2,0,3,0,27,23,0,8,2,44,25,0,11,2,36.2%,0.903,2.376,3.279,0.998,1.586,2.584,0.5,5.755,6.256,0.302,0.794,1.095,156,12.2%,23,9,2,7,22.22%
94,Vincent Trocheck,NYR,29,F,63,19,30,49,43,-3,19:53,15:42,3:23,0:47,11,8,0,3,0,23,7,0,7,0,34,15,0,10,0,30.6%,0.91,1.436,2.346,0.667,1.394,2.06,2.248,1.967,4.214,0.302,0.476,0.778,188,10.1%,149,31,552,432,56.10%
95,Drake Batherson,OTT,24,F,63,19,32,51,26,-31,18:23,14:33,3:47,0:01,7,12,0,1,0,20,12,0,3,0,27,24,0,4,0,47.1%,0.984,1.658,2.642,0.458,1.308,1.766,3.014,3.014,6.028,0.302,0.508,0.81,188,10.1%,95,27,12,21,36.36%
96,Alex Killorn,TBL,33,F,64,19,30,49,37,13,17:08,13:23,1:54,1:50,17,1,1,4,2,23,7,0,4,0,40,8,1,8,2,16.3%,1.039,1.64,2.679,1.19,1.61,2.8,0.492,3.444,3.936,0.297,0.469,0.766,106,17.9%,43,24,1,0,100.00%
97,Erik Karlsson,SJS,32,D,65,19,63,82,26,-8,25:33,22:02,3:17,0:12,15,4,0,4,2,47,16,0,6,2,62,20,0,10,4,24.4%,0.686,2.276,2.962,0.628,1.968,2.596,1.121,4.484,5.605,0.292,0.969,1.262,165,11.5%,30,69,0,1,0.00%
98,Artturi Lehkonen,COL,27,F,59,18,27,45,24,9,20:51,15:39,3:38,1:33,10,7,1,3,1,16,11,0,5,0,26,18,1,8,1,40.0%,0.878,1.316,2.194,0.649,1.039,1.688,1.956,3.073,5.029,0.305,0.458,0.763,137,13.1%,85,41,3,19,13.64%
99,Owen Tippett,PHI,23,F,59,18,16,34,14,-15,16:38,14:08,2:19,0:10,12,6,0,1,0,14,2,0,5,1,26,8,0,6,1,23.5%,1.1,0.978,2.079,0.863,1.007,1.871,2.621,0.874,3.495,0.305,0.271,0.576,165,10.9%,100,53,17,10,62.96%
100,Viktor Arvidsson,LAK,29,F,60,18,26,44,16,-7,17:02,14:48,2:10,0:03,10,7,1,2,0,17,9,0,4,1,27,16,1,6,1,36.4%,1.056,1.526,2.582,0.675,1.148,1.823,3.211,4.128,7.339,0.3,0.433,0.733,163,11.0%,18,37,22,31,41.51%
101,Josh Anderson,MTL,28,F,62,18,8,26,68,-8,16:44,13:44,1:44,1:15,14,4,0,5,0,8,0,0,0,0,22,4,0,5,0,15.4%,1.041,0.462,1.503,0.986,0.563,1.549,2.232,0,2.232,0.29,0.129,0.419,149,12.1%,117,40,18,21,46.15%
102,Elias Lindholm,CGY,28,F,63,18,34,52,14,1,18:38,13:17,2:59,2:21,9,8,1,1,0,25,8,1,4,0,34,16,2,5,0,30.8%,0.92,1.738,2.658,0.645,1.792,2.437,2.548,2.548,5.095,0.286,0.54,0.825,134,13.4%,71,37,686,529,56.46%
103,Dougie Hamilton,NJD,29,D,63,18,43,61,40,22,22:06,18:43,3:09,0:13,10,8,0,6,2,26,17,0,10,5,36,25,0,16,7,41.0%,0.775,1.853,2.628,0.508,1.322,1.83,2.416,5.135,7.551,0.286,0.683,0.968,218,8.3%,50,71,0,0,0.00%
104,Mark Stone,VGK,30,F,43,17,21,38,10,11,19:22,15:27,2:43,1:11,12,3,2,1,0,15,6,0,7,2,27,9,2,8,2,23.7%,1.224,1.512,2.736,1.083,1.354,2.437,1.539,3.078,4.617,0.395,0.488,0.884,113,15.0%,31,23,0,3,0.00%
105,Aleksander Barkov,FLA,27,F,51,17,36,53,6,6,21:12,15:01,4:07,2:03,10,7,0,5,0,19,16,1,6,1,29,23,1,11,1,43.4%,0.943,1.997,2.94,0.783,1.488,2.271,1.999,4.569,6.567,0.333,0.706,1.039,157,10.8%,33,36,576,481,54.49%
106,Troy Terry,ANA,25,F,57,17,30,47,18,-11,19:26,16:22,2:56,0:07,13,4,0,3,1,23,7,0,3,1,36,11,0,6,2,23.4%,0.921,1.625,2.546,0.836,1.479,2.315,1.434,2.509,3.942,0.298,0.526,0.825,157,10.8%,12,19,1,0,100.00%
107,Roman Josi,NSH,32,D,61,17,39,56,32,5,25:13,20:55,3:21,0:56,9,8,0,5,1,23,16,0,7,1,32,24,0,12,2,42.9%,0.663,1.521,2.184,0.423,1.081,1.505,2.338,4.676,7.014,0.279,0.639,0.918,250,6.8%,48,135,0,0,0.00%
108,Tomas Hertl,SJS,29,F,62,17,33,50,30,-16,19:20,16:08,2:57,0:13,12,5,0,1,0,23,10,0,4,2,35,15,0,5,2,30.0%,0.851,1.651,2.502,0.719,1.378,2.098,1.633,3.266,4.899,0.274,0.532,0.806,139,12.2%,71,46,613,519,54.15%
109,Dominik Kubalik,DET,27,F,62,17,21,38,18,-10,15:01,12:12,2:46,0:02,10,7,0,2,1,12,9,0,4,0,22,16,0,6,1,42.1%,1.095,1.353,2.448,0.793,0.951,1.744,2.447,3.146,5.593,0.274,0.339,0.613,137,12.4%,72,22,15,16,48.39%
110,Nick Paul,TBL,27,F,62,17,14,31,29,15,16:06,13:14,1:14,1:37,12,4,1,4,0,14,0,0,2,1,26,4,1,6,1,12.9%,1.021,0.841,1.861,0.877,1.023,1.9,3.098,0,3.098,0.274,0.226,0.5,96,17.7%,90,42,407,354,53.48%
111,Brayden Schenn,STL,31,F,63,17,28,45,27,-34,18:28,15:12,2:43,0:33,11,6,0,2,1,21,7,0,5,0,32,13,0,7,1,28.9%,0.876,1.443,2.32,0.689,1.316,2.005,2.103,2.454,4.557,0.27,0.444,0.714,108,15.7%,119,30,325,348,48.29%
112,Kevin Hayes,PHI,30,F,63,17,32,49,19,-16,17:55,14:51,2:53,0:10,11,6,0,1,0,23,9,0,3,0,34,15,0,4,0,30.6%,0.903,1.7,2.603,0.705,1.474,2.179,1.973,2.96,4.933,0.27,0.508,0.778,171,9.9%,42,17,245,253,49.20%
113,Tyler Seguin,DAL,30,F,64,17,25,42,22,3,16:55,13:44,2:06,1:03,11,5,1,3,1,22,2,1,5,0,33,7,2,8,1,16.7%,0.942,1.385,2.327,0.75,1.5,2.25,2.215,0.886,3.101,0.266,0.391,0.656,158,10.8%,72,21,430,356,54.71%
114,Matthew Boldy,MIN,21,F,64,17,25,42,37,-7,18:09,14:11,3:48,0:09,10,7,0,3,0,10,15,0,6,1,20,22,0,9,1,52.4%,0.877,1.29,2.168,0.66,0.66,1.321,1.721,3.689,5.41,0.266,0.391,0.656,201,8.5%,56,20,56,44,56.00%
115,Dillon Dube,CGY,24,F,65,17,21,38,43,-2,15:20,12:33,1:29,1:17,14,1,2,3,1,18,3,0,4,0,32,4,2,7,1,10.5%,1.023,1.263,2.286,1.029,1.323,2.352,0.618,1.853,2.47,0.262,0.323,0.585,114,14.9%,108,18,38,45,45.78%
116,Kirill Marchenko,CBJ,22,F,41,16,2,18,10,-11,14:55,12:43,2:12,0:00,10,6,0,0,0,1,1,0,0,0,11,7,0,0,0,38.9%,1.569,0.196,1.765,1.15,0.115,1.265,3.985,0.664,4.649,0.39,0.049,0.439,77,20.8%,27,28,4,2,66.67%
117,T.J. Oshie,WSH,36,F,47,16,12,28,38,-11,16:56,13:34,3:17,0:03,8,8,0,1,0,10,2,0,5,2,18,10,0,6,2,35.7%,1.206,0.905,2.111,0.752,0.94,1.692,3.101,0.775,3.877,0.34,0.255,0.596,107,15.0%,100,29,60,75,44.44%
118,Daniel Sprong,SEA,25,F,50,16,17,33,10,8,11:16,9:19,1:56,0:00,11,5,0,3,0,12,5,0,3,0,23,10,0,6,0,30.3%,1.703,1.81,3.513,1.415,1.544,2.96,3.09,3.09,6.179,0.32,0.34,0.66,108,14.8%,23,13,1,2,33.33%
119,Brandon Saad,STL,30,F,52,16,8,24,6,-15,16:50,13:50,1:52,1:08,13,1,2,1,0,7,0,1,0,0,20,1,3,1,0,4.2%,1.096,0.548,1.644,1.084,0.584,1.668,0.614,0,0.614,0.308,0.154,0.462,94,17.0%,22,25,3,4,42.86%
120,Patrick Kane,NYR,34,F,56,16,29,45,10,-27,19:58,16:18,3:38,0:00,14,2,0,0,0,13,16,0,1,0,27,18,0,1,0,40.0%,0.858,1.556,2.414,0.919,0.854,1.773,0.587,4.697,5.285,0.286,0.518,0.804,188,8.5%,10,10,1,0,100.00%
121,William Carrier,VGK,28,F,56,16,9,25,30,15,12:35,11:56,0:28,0:10,16,0,0,7,0,9,0,0,2,0,25,0,0,9,0,0.0%,1.362,0.766,2.128,1.436,0.808,2.244,0,0,0,0.286,0.161,0.446,118,13.6%,133,22,1,7,12.50%
122,Taylor Hall,BOS,31,F,58,16,20,36,24,12,15:59,13:42,2:16,0:00,12,4,0,5,1,16,4,0,3,0,28,8,0,8,1,22.2%,1.035,1.294,2.329,0.906,1.208,2.114,1.814,1.814,3.627,0.276,0.345,0.621,143,11.2%,34,32,4,5,44.44%
123,Jordan Staal,CAR,34,F,61,16,13,29,20,9,16:16,13:38,0:08,2:29,15,0,1,3,0,12,0,1,2,0,27,0,2,5,0,0.0%,0.967,0.786,1.753,1.081,0.865,1.946,0,0,0,0.262,0.213,0.475,90,17.8%,124,31,614,511,54.58%
124,Pavel Zacha,BOS,25,F,62,16,27,43,10,21,15:55,13:00,1:35,1:20,14,2,0,2,0,24,2,1,10,1,38,4,1,12,1,9.3%,0.972,1.64,2.612,1.042,1.785,2.827,1.221,1.221,2.443,0.258,0.435,0.694,99,16.2%,56,15,65,94,40.88%
125,David Perron,DET,34,F,63,16,23,39,44,-3,16:37,13:06,3:30,0:00,12,4,0,2,0,11,12,0,5,1,23,16,0,7,1,41.0%,0.917,1.318,2.235,0.872,0.8,1.672,1.084,3.252,4.336,0.254,0.365,0.619,154,10.4%,84,17,2,7,22.22%
126,Shane Pinto,OTT,22,F,63,16,11,27,10,-16,15:43,13:20,2:04,0:18,12,4,0,2,0,8,3,0,0,0,20,7,0,2,0,25.9%,0.969,0.666,1.635,0.856,0.571,1.427,1.836,1.377,3.213,0.254,0.175,0.429,117,13.7%,52,28,327,304,51.82%
127,Phillip Danault,LAK,29,F,65,16,28,44,51,-10,18:21,14:26,2:05,1:49,13,3,0,1,1,13,13,2,6,1,26,16,2,7,2,36.4%,0.805,1.408,2.213,0.831,0.831,1.663,1.324,5.735,7.059,0.246,0.431,0.677,125,12.8%,62,62,558,479,53.81%
128,Zach Parise,NYI,38,F,66,16,10,26,16,4,16:20,12:58,1:25,1:56,12,3,1,2,1,8,1,1,2,0,20,4,2,4,1,15.4%,0.89,0.556,1.446,0.841,0.561,1.402,1.907,0.636,2.542,0.242,0.152,0.394,151,10.6%,77,76,11,16,40.74%
129,Ryan O'Reilly,TOR,31,F,48,15,9,24,12,-23,17:57,14:33,1:47,1:36,13,1,1,3,1,8,1,0,0,0,21,2,1,3,1,8.3%,1.044,0.627,1.671,1.116,0.687,1.802,0.7,0.7,1.401,0.313,0.188,0.5,98,15.3%,16,23,464,364,56.04%
130,Blake Wheeler,WPG,36,F,55,15,31,46,34,-3,17:18,14:02,2:43,0:32,8,7,0,6,1,25,6,0,4,1,33,13,0,10,2,28.3%,0.946,1.954,2.9,0.621,1.942,2.563,2.807,2.406,5.213,0.273,0.564,0.836,95,15.8%,40,26,24,26,48.00%
131,Jaden Schwartz,SEA,30,F,55,15,18,33,18,-10,17:32,14:55,2:20,0:16,10,5,0,2,0,17,1,0,1,0,27,6,0,3,0,18.2%,0.932,1.119,2.051,0.731,1.242,1.973,2.327,0.465,2.793,0.273,0.327,0.6,125,12.0%,43,17,61,69,46.92%
132,Lucas Raymond,DET,20,F,55,15,18,33,22,-15,17:11,14:10,2:58,0:02,10,5,0,3,0,9,9,0,0,0,19,14,0,3,0,42.4%,0.952,1.142,2.095,0.77,0.693,1.463,1.832,3.297,5.128,0.273,0.327,0.6,98,15.3%,31,18,5,11,31.25%
133,Sam Bennett,FLA,26,F,58,15,21,36,52,1,17:30,14:03,2:08,1:18,11,4,0,3,0,16,5,0,2,0,27,9,0,5,0,25.0%,0.886,1.24,2.126,0.81,1.178,1.987,1.925,2.406,4.332,0.259,0.362,0.621,177,8.5%,139,34,388,443,46.69%
134,Scott Laughton,PHI,28,F,60,15,21,36,26,-10,19:02,14:36,2:07,2:18,7,5,3,0,0,13,4,4,4,0,20,9,7,4,0,25.0%,0.787,1.102,1.89,0.479,0.89,1.369,2.345,1.876,4.22,0.25,0.35,0.6,137,11.0%,130,51,422,484,46.58%
135,Robert Thomas,STL,23,F,60,15,38,53,20,-5,19:18,15:07,3:11,0:59,11,3,1,2,1,25,13,0,7,1,36,16,1,9,2,30.2%,0.777,1.967,2.744,0.727,1.652,2.379,0.941,4.078,5.019,0.25,0.633,0.883,88,17.1%,14,25,522,439,54.32%
136,Johnny Gaudreau,CBJ,29,F,62,15,40,55,22,-25,19:27,16:20,3:05,0:00,13,2,0,2,1,25,15,0,3,1,38,17,0,5,2,30.9%,0.746,1.99,2.736,0.77,1.48,2.25,0.625,4.69,5.315,0.242,0.645,0.887,158,9.5%,4,16,0,0,0.00%
137,Bryan Rust,PIT,30,F,62,15,22,37,21,-6,17:33,13:55,2:15,1:22,13,2,0,1,1,14,7,1,3,0,27,9,1,4,1,24.3%,0.827,1.213,2.04,0.904,0.973,1.877,0.858,3.003,3.86,0.242,0.355,0.597,162,9.3%,71,33,5,5,50.00%
138,Anthony Beauvillier,VAN,25,F,63,15,17,32,10,-5,16:27,14:15,1:52,0:20,12,3,0,4,1,17,0,0,3,3,29,3,0,7,4,9.4%,0.868,0.983,1.851,0.801,1.135,1.937,1.529,0,1.529,0.238,0.27,0.508,146,10.3%,55,24,1,4,20.00%
139,Ross Colton,TBL,26,F,63,15,12,27,27,-2,12:18,10:56,1:22,0:00,11,4,0,3,0,7,5,0,4,0,18,9,0,7,0,33.3%,1.16,0.928,2.088,0.958,0.61,1.567,2.772,3.466,6.238,0.238,0.19,0.429,120,12.5%,152,20,94,69,57.67%
140,Joe Pavelski,DAL,38,F,64,15,41,56,8,32,17:46,14:36,3:01,0:08,8,7,0,0,0,29,11,1,7,0,37,18,1,7,0,32.1%,0.791,2.162,2.953,0.514,1.862,2.375,2.165,3.402,5.567,0.234,0.641,0.875,147,10.2%,72,54,276,249,52.57%
141,Josh Morrissey,WPG,27,D,64,15,52,67,31,1,24:03,20:03,3:38,0:22,13,2,0,6,2,28,24,0,9,2,41,26,0,15,4,38.8%,0.585,2.026,2.611,0.608,1.309,1.917,0.515,6.182,6.698,0.234,0.813,1.047,135,11.1%,77,100,0,0,0.00%
142,Frank Vatrano,ANA,28,F,64,15,16,31,48,-26,16:48,14:00,1:36,1:11,12,3,0,1,1,13,3,0,4,1,25,6,0,5,2,19.4%,0.837,0.893,1.73,0.804,0.871,1.674,1.754,1.754,3.508,0.234,0.25,0.484,182,8.2%,75,57,6,10,37.50%
143,Wyatt Johnston,DAL,19,F,64,15,14,29,16,6,15:08,13:19,1:38,0:11,13,2,0,2,0,10,4,0,4,1,23,6,0,6,1,20.7%,0.928,0.866,1.795,0.915,0.704,1.618,1.148,2.296,3.443,0.234,0.219,0.453,122,12.3%,17,24,101,133,43.16%
144,Eetu Luostarinen,FLA,24,F,65,15,19,34,24,19,15:49,12:35,0:53,2:21,14,1,0,1,0,16,2,1,6,1,30,3,1,7,1,8.8%,0.875,1.108,1.983,1.027,1.174,2.201,1.033,2.067,3.1,0.231,0.292,0.523,105,14.3%,51,43,147,209,41.29%
145,Jonathan Toews,CHI,34,F,46,14,14,28,37,-24,17:55,13:39,3:04,1:11,6,8,0,1,1,11,3,0,1,0,17,11,0,2,1,39.3%,1.019,1.019,2.038,0.573,1.05,1.623,3.4,1.275,4.675,0.304,0.304,0.609,79,17.7%,6,22,524,304,63.29%
146,Cale Makar,COL,24,D,49,14,36,50,28,11,26:42,19:47,4:06,2:48,9,5,0,4,1,20,16,0,4,1,29,21,0,8,2,42.0%,0.642,1.651,2.293,0.557,1.238,1.795,1.49,4.768,6.258,0.286,0.735,1.02,150,9.3%,60,67,0,0,0.00%
147,Vladimir Tarasenko,NYR,31,F,50,14,24,38,8,-17,17:13,14:31,2:40,0:01,11,2,1,1,1,15,9,0,4,2,26,11,1,5,3,28.9%,0.976,1.672,2.648,0.909,1.24,2.149,0.895,4.028,4.924,0.28,0.48,0.76,124,11.3%,57,22,0,2,0.00%
148,Calle Järnkrok,TOR,31,F,57,14,15,29,12,5,13:48,11:05,1:07,1:34,12,1,1,2,0,12,1,2,2,0,24,2,3,4,0,6.9%,1.068,1.144,2.212,1.138,1.138,2.276,0.938,0.938,1.877,0.246,0.263,0.509,84,16.7%,41,16,37,45,45.12%
149,Mathew Barzal,NYI,25,F,58,14,37,51,22,5,18:42,15:13,3:28,0:00,10,4,0,5,1,22,15,0,5,1,32,19,0,10,2,37.3%,0.774,2.045,2.819,0.679,1.495,2.174,1.191,4.465,5.656,0.241,0.638,0.879,139,10.1%,25,34,104,188,35.62%
150,Rasmus Dahlin,BUF,22,D,59,14,49,63,78,22,25:46,20:39,3:41,1:26,9,5,0,2,0,26,23,0,7,3,35,28,0,9,3,44.4%,0.552,1.933,2.485,0.443,1.28,1.724,1.376,6.331,7.707,0.237,0.831,1.068,164,8.5%,84,102,0,0,0.00%
151,Nick Bjugstad,EDM,30,F,61,14,10,24,26,7,16:53,14:07,0:38,2:07,12,1,1,0,0,10,0,0,1,0,22,1,1,1,0,4.2%,0.815,0.582,1.398,0.836,0.697,1.532,1.55,0,1.55,0.23,0.164,0.393,114,12.3%,123,32,431,471,47.78%
152,Andreas Athanasiou,CHI,28,F,62,14,11,25,30,-19,15:45,13:57,1:44,0:04,12,2,0,3,1,10,1,0,2,2,22,3,0,5,3,12.0%,0.86,0.675,1.535,0.832,0.693,1.526,1.113,0.557,1.67,0.226,0.177,0.403,123,11.4%,37,36,16,26,38.10%
153,Tomas Tatar,NJD,32,F,63,14,23,37,26,36,15:19,13:30,1:49,0:00,13,1,0,0,0,21,2,0,3,0,34,3,0,3,0,8.1%,0.87,1.429,2.298,0.917,1.481,2.397,0.523,1.046,1.569,0.222,0.365,0.587,115,12.2%,53,24,11,22,33.33%
154,Taylor Raddysh,CHI,24,F,63,14,12,26,10,-22,16:27,13:15,3:12,0:00,9,5,0,1,0,6,6,0,0,0,15,11,0,1,0,42.3%,0.81,0.694,1.504,0.646,0.431,1.077,1.486,1.783,3.269,0.222,0.19,0.413,96,14.6%,63,32,10,9,52.63%
155,Mason McTavish,ANA,19,F,63,14,23,37,38,-14,15:21,12:40,2:38,0:02,8,6,0,1,0,16,7,0,3,1,24,13,0,4,1,35.1%,0.868,1.426,2.293,0.601,1.202,1.803,2.166,2.527,4.693,0.222,0.365,0.587,132,10.6%,48,32,232,320,42.03%
156,Jordan Eberle,SEA,32,F,64,14,37,51,30,5,16:37,14:01,2:35,0:00,12,2,0,2,1,27,10,0,9,2,39,12,0,11,3,23.5%,0.789,2.086,2.875,0.802,1.805,2.608,0.723,3.614,4.336,0.219,0.578,0.797,137,10.2%,31,17,29,31,48.33%
157,Dylan Strome,WSH,25,F,64,14,30,44,24,-5,16:33,13:23,3:10,0:00,11,3,0,2,0,19,11,0,5,1,30,14,0,7,1,31.8%,0.792,1.698,2.49,0.77,1.331,2.101,0.888,3.256,4.144,0.219,0.469,0.688,117,12.0%,17,33,406,421,49.09%
158,Mikael Backlund,CGY,33,F,65,14,27,41,34,19,17:50,13:50,1:50,2:09,10,3,1,2,1,23,2,2,3,0,33,5,3,5,1,12.2%,0.724,1.396,2.12,0.667,1.533,2.2,1.505,1.003,2.508,0.215,0.415,0.631,213,6.6%,75,25,561,521,51.85%
159,Blake Coleman,CGY,31,F,65,14,16,30,44,12,15:05,13:31,0:06,1:26,12,0,2,1,0,16,0,0,2,0,28,0,2,3,0,0.0%,0.856,0.979,1.835,0.819,1.091,1.91,0,0,0,0.215,0.246,0.462,155,9.0%,80,30,14,18,43.75%
160,Eeli Tolvanen,SEA,23,F,43,13,12,25,14,1,14:13,12:02,2:00,0:10,10,3,0,3,0,10,2,0,4,0,20,5,0,7,0,20.0%,1.275,1.177,2.452,1.159,1.159,2.318,2.08,1.386,3.466,0.302,0.279,0.581,85,15.3%,63,36,1,3,25.00%
161,Ilya Mikheyev,VAN,28,F,46,13,15,28,2,3,16:54,14:01,1:29,1:24,12,1,0,2,0,13,2,0,1,0,25,3,0,3,0,10.7%,1.003,1.157,2.159,1.116,1.209,2.325,0.878,1.757,2.635,0.283,0.326,0.609,91,14.3%,13,14,2,8,20.00%
162,Andre Burakovsky,SEA,27,F,49,13,26,39,14,-9,16:33,13:58,2:35,0:00,9,4,0,3,2,16,10,0,3,1,25,14,0,6,3,35.9%,0.962,1.923,2.885,0.789,1.403,2.192,1.895,4.739,6.634,0.265,0.531,0.796,105,12.4%,17,15,0,6,0.00%
163,David Krejcí,BOS,36,F,57,13,37,50,14,20,17:13,14:32,2:34,0:06,10,3,0,1,0,29,8,0,9,1,39,11,0,10,1,22.0%,0.794,2.261,3.055,0.724,2.1,2.824,1.227,3.273,4.501,0.228,0.649,0.877,87,14.9%,34,33,297,320,48.14%
164,Nico Sturm,SJS,27,F,57,13,8,21,21,-9,14:39,11:59,0:52,1:48,12,0,1,1,0,8,0,0,1,0,20,0,1,2,0,0.0%,0.934,0.575,1.508,1.054,0.703,1.756,0,0,0,0.228,0.14,0.368,93,14.0%,81,36,345,264,56.65%
165,Trent Frederic,BOS,24,F,59,13,10,23,43,22,11:36,11:02,0:03,0:31,13,0,0,5,0,9,0,1,1,0,22,0,1,6,0,0.0%,1.139,0.876,2.014,1.198,0.829,2.027,0,0,0,0.22,0.169,0.39,88,14.8%,74,30,16,34,32.00%
166,Alexander Barabanov,SJS,28,F,60,13,27,40,18,-24,17:50,15:04,2:45,0:00,11,2,0,2,0,18,9,0,5,0,29,11,0,7,0,27.5%,0.729,1.514,2.243,0.73,1.194,1.924,0.727,3.271,3.998,0.217,0.45,0.667,107,12.2%,34,34,1,0,100.00%
167,Kent Johnson,CBJ,20,F,61,13,18,31,10,-5,13:59,12:24,1:35,0:00,10,3,0,3,1,13,5,0,2,0,23,8,0,5,1,25.8%,0.914,1.265,2.179,0.793,1.031,1.824,1.857,3.095,4.952,0.213,0.295,0.508,88,14.8%,13,26,34,95,26.36%
168,J.T. Compher,COL,27,F,62,13,29,42,27,6,20:19,15:47,2:19,2:12,9,4,0,3,0,23,6,0,4,2,32,10,0,7,2,23.8%,0.619,1.381,2,0.552,1.41,1.961,1.668,2.501,4.169,0.21,0.468,0.677,121,10.7%,31,72,632,653,49.18%
169,Alexis Lafrenière,NYR,21,F,62,13,18,31,27,5,15:12,13:49,1:21,0:02,11,2,0,2,1,17,1,0,2,0,28,3,0,4,1,9.7%,0.827,1.145,1.973,0.77,1.191,1.961,1.431,0.715,2.146,0.21,0.29,0.5,112,11.6%,122,20,24,35,40.68%
170,Seth Jarvis,CAR,20,F,62,13,19,32,12,17,15:55,13:46,2:05,0:03,12,0,1,0,0,15,4,0,5,2,27,4,1,5,2,12.5%,0.79,1.155,1.945,0.843,1.054,1.897,0,1.845,1.845,0.21,0.306,0.516,141,9.2%,59,37,9,16,36.00%
171,Alex Newhook,COL,21,F,62,13,12,25,16,4,14:35,13:01,1:31,0:02,12,1,0,3,0,11,1,0,0,0,23,2,0,3,0,8.0%,0.862,0.796,1.658,0.892,0.818,1.709,0.637,0.637,1.273,0.21,0.194,0.403,93,14.0%,50,23,160,245,39.51%
172,Marcus Johansson,MIN,32,F,63,13,16,29,8,-2,16:04,12:34,2:49,0:40,8,4,1,5,1,7,9,0,3,2,15,13,1,8,3,44.8%,0.77,0.948,1.718,0.606,0.53,1.136,1.347,3.03,4.376,0.206,0.254,0.46,104,12.5%,25,16,19,26,42.22%
173,Oliver Bjorkstrand,SEA,27,F,64,13,20,33,12,3,15:28,13:18,2:09,0:00,11,2,0,1,1,16,4,0,0,0,27,6,0,1,1,18.2%,0.788,1.212,1.999,0.775,1.127,1.902,0.866,1.731,2.597,0.203,0.313,0.516,161,8.1%,45,33,15,36,29.41%
174,Brandon Tanev,SEA,31,F,64,13,16,29,37,20,14:27,11:55,0:04,2:28,13,0,0,3,0,16,0,0,3,0,29,0,0,6,0,0.0%,0.843,1.037,1.88,1.022,1.258,2.28,0,0,0,0.203,0.25,0.453,99,13.1%,147,56,3,18,14.29%
175,Andrew Mangiapane,CGY,26,F,65,13,19,32,30,4,16:47,13:36,2:02,1:08,13,0,0,1,0,15,2,2,3,1,28,2,2,4,1,6.3%,0.715,1.044,1.759,0.882,1.018,1.9,0,0.905,0.905,0.2,0.292,0.492,144,9.0%,79,20,5,8,38.46%
176,Valeri Nichushkin,COL,27,F,33,12,20,32,2,14,20:16,15:07,3:25,1:44,4,7,1,2,0,16,3,1,3,1,20,10,2,5,1,31.3%,1.076,1.793,2.869,0.481,1.924,2.405,3.72,1.594,5.314,0.364,0.606,0.97,96,12.5%,33,21,0,4,0.00%
177,Jonatan Berggren,DET,22,F,48,12,10,22,16,-5,13:34,11:46,1:48,0:00,8,4,0,0,0,6,4,0,2,0,14,8,0,2,0,36.4%,1.105,0.921,2.026,0.85,0.637,1.487,2.776,2.776,5.551,0.25,0.208,0.458,63,19.1%,14,21,3,3,50.00%
178,Evan Rodrigues,COL,29,F,51,12,17,29,22,-1,18:14,15:19,2:12,0:42,6,6,0,1,0,14,3,0,5,1,20,9,0,6,1,31.0%,0.774,1.096,1.87,0.461,1.075,1.536,3.187,1.593,4.78,0.235,0.333,0.569,153,7.8%,28,16,109,115,48.66%
179,Kirby Dach,MTL,21,F,54,12,23,35,43,-4,18:18,14:37,3:23,0:17,7,5,0,2,1,12,9,2,5,2,19,14,2,7,3,40.0%,0.728,1.396,2.125,0.532,0.911,1.443,1.642,2.955,4.596,0.222,0.426,0.648,99,12.1%,46,36,85,128,39.91%
180,Eric Staal,FLA,38,F,55,12,10,22,18,-5,13:47,11:03,0:13,2:31,10,0,2,1,0,10,0,0,0,0,20,0,2,1,0,0.0%,0.949,0.791,1.74,0.986,0.986,1.973,0,0,0,0.218,0.182,0.4,86,14.0%,23,35,278,320,46.49%
181,Ryan Johansen,NSH,30,F,55,12,16,28,32,-13,15:45,12:33,3:09,0:02,7,5,0,1,1,11,5,0,4,1,18,10,0,5,2,35.7%,0.83,1.107,1.938,0.608,0.956,1.564,1.727,1.727,3.454,0.218,0.291,0.509,86,14.0%,49,19,502,346,59.20%
182,Shayne Gostisbehere,CAR,29,D,55,12,23,35,28,-7,22:13,18:28,2:59,0:46,5,5,2,1,0,14,9,0,1,0,19,14,2,2,0,40.0%,0.589,1.129,1.718,0.295,0.827,1.122,1.826,3.287,5.113,0.218,0.418,0.636,123,9.8%,36,72,0,0,0.00%
183,Brock Boeser,VAN,25,F,55,12,29,41,20,-22,16:54,14:17,2:36,0:00,8,4,0,2,0,22,7,0,4,0,30,11,0,6,0,26.8%,0.774,1.871,2.645,0.611,1.68,2.291,1.671,2.924,4.596,0.218,0.527,0.745,120,10.0%,35,26,14,27,34.15%
